Name,University,Course,Intake,Status,GRE,English Test,English Score,CGPA,Work Experience,
753255,Arizona State University,Management Information System,Fall 2018 ,Applied,313,TOEFL,107,62%,6 months,
Ami0603,Arizona State University,Management Information System,Fall 2018 ,Applied,314,TOEFL,106,7.63 CGPA ,6 months,
Sonajan,Arizona State University,Management Information System,Fall 2018 ,Applied,314,ENG TEST,NA ,80.68%,48 months,
saniya264,Arizona State University,Management Information System,Fall 2018 ,Applied,307,TOEFL,109,62%,1 month,
Abhiraj29,Arizona State University,Management Information System,Fall 2018 ,Applied,290,IELTS,7.5,7 CGPA ,48 months,
apekshak95,Arizona State University,Management Information System,Fall 2018 ,Applied,306,TOEFL,90,8.2 CGPA ,24 months,
aryan29041995,Arizona State University,Management Information System,Fall 2017 ,Applied,310,TOEFL,100,8.96 CGPA ,2 months,
Ishita1302,Arizona State University,Management Information System,Fall 2017 ,Applied,309,TOEFL,88,7.69 CGPA ,16 months,
Freya,Arizona State University,Management Information System,Fall 2017 ,Applied,310,TOEFL,103,7.5 CGPA ,29 months,
Vineetb71,Arizona State University,Management Information System,Fall 2017 ,Applied,301,IELTS,6.5,65.23%,26 months,
Ragini123,Arizona State University,Management Information System,Fall 2017 ,Applied,305,TOEFL,89,8.86 CGPA ,17 months,
hshaikh,Arizona State University,Management Information System,Fall 2017 ,Applied,312,TOEFL,115,73%,33 months,
shashi2233,Arizona State University,Management Information System,Fall 2017 ,Applied,322,TOEFL,110,7.6 CGPA ,NA,
akruti,Arizona State University,Management Information System,Fall 2017 ,Applied,319,TOEFL,100,6.74 CGPA ,28 months,
NiteshShanbhag,Arizona State University,Management Information System,Fall 2017 ,Applied,311,ENG TEST,NA ,73%,25 months,
abhi4646,Arizona State University,Management Information System,Fall 2017 ,Applied,N.A. ,ENG TEST,NA ,63%,1 month,
taori,Arizona State University,Management Information System,Spring 2017 ,Applied,305,TOEFL,88,57.70%, 12 months,
xbblc671,Arizona State University,Management Information System,Fall 2016 ,Applied,307,TOEFL,87,70%,27 months,
Ashwini,Arizona State University,Management Information System,Fall 2016 ,Applied,306,TOEFL,92,71%,36 months,
lampard,Arizona State University,Management Information System,Fall 2016 ,Applied,320,TOEFL,100,68%,NA,
Nishigandha,Arizona State University,Management Information System,Fall 2019 ,Admit,N.A. ,ENG TEST,NA ,65.30%,18 months,
pranalimore808atgmail.com,Arizona State University,Management Information System,Fall 2018 ,Admit,305,ENG TEST,NA ,7.1 CGPA ,NA,
bostonner,Arizona State University,Management Information System,Fall 2018 ,Admit,315,TOEFL,104,77%,3 months,
KrithikaCT,Arizona State University,Management Information System,Fall 2018 ,Admit,301,TOEFL,0,80.12%,60 months,
Giridhar312,Arizona State University,Management Information System,Fall 2018 ,Admit,311,IELTS,7,7.74 CGPA ,25 months,
Shreepriya,Arizona State University,Management Information System,Fall 2018 ,Admit,312,TOEFL,110,8.6 CGPA ,24 months,
muktika,Arizona State University,Management Information System,Fall 2018 ,Admit,307,TOEFL,103,8 CGPA ,34 months,
ssg-96,Arizona State University,Management Information System,Fall 2018 ,Admit,321,TOEFL,102,7.5 CGPA ,12 months,
sankalp2610,Arizona State University,Management Information System,Fall 2018 ,Admit,306,TOEFL,99,74%,NA,
AsthaSh,Arizona State University,Management Information System,Fall 2018 ,Admit,310,TOEFL,110,7.49 CGPA ,NA,
Palaaaa,Arizona State University,Management Information System,Fall 2018 ,Admit,310,TOEFL,101,66%,22 months,
RushilAnand,Arizona State University,Management Information System,Fall 2018 ,Admit,306,TOEFL,103,63.17%,27 months,
apurvakharate,Arizona State University,Management Information System,Fall 2018 ,Admit,305,TOEFL,91,64%,15 months,
GauravDharra,Arizona State University,Management Information System,Fall 2018 ,Admit,313,ENG TEST,NA ,75%,38 months,
Nidhiss,Arizona State University,Management Information System,Fall 2018 ,Admit,299,TOEFL,88,83%,30 months,
nino123456,Arizona State University,Management Information System,Fall 2019 ,Admit,N.A. ,ENG TEST,NA ,80%,NA,
bulbul007,Arizona State University,Management Information System,Fall 2018 ,Admit,314,TOEFL,91,7.93 CGPA ,16 months,
AsadM,Arizona State University,Management Information System,Fall 2018 ,Admit,301,ENG TEST,NA ,65%,74 months,
Abirami,Arizona State University,Management Information System,Fall 2018 ,Admit,305,IELTS,7.5,8.2 CGPA ,31 months,
hanamana,Arizona State University,Management Information System,Fall 2018 ,Admit,318,TOEFL,111,6.68 CGPA ,6 months,
shubhm,Arizona State University,Management Information System,Fall 2018 ,Reject,307,TOEFL,0,74%,15 months,
Disha0701,Arizona State University,Management Information System,Fall 2018 ,Reject,308,TOEFL,84,68.50%,43 months,
Rajpatil7,Arizona State University,Management Information System,Fall 2018 ,Reject,301,TOEFL,91,6.3 CGPA ,21 months,
Rushikesh420,Arizona State University,Management Information System,Fall 2018 ,Reject,298,TOEFL,0,57.43%,6 months,
Rohan14,Arizona State University,Management Information System,Fall 2018 ,Reject,310,TOEFL,96,68.68%,41 months,
mragank,Arizona State University,Management Information System,Fall 2018 ,Reject,312,TOEFL,105,7.55 CGPA ,27 months,
Dipti92,Arizona State University,Management Information System,Fall 2018 ,Reject,301,TOEFL,88,8.6 CGPA ,55 months,
Michelle Pradeep,Arizona State University,Management Information System,Fall 2018 ,Reject,300,ENG TEST,NA ,63%,7 months,
TrishaShekarC,Arizona State University,Management Information System,Fall 2018 ,Reject,303,TOEFL,90,67%,14 months,
Dishasuyogi,Arizona State University,Management Information System,Fall 2018 ,Reject,308,TOEFL,84,68.94%,43 months,
kappainho,Arizona State University,Management Information System,Fall 2018 ,Reject,305,TOEFL,98,53.63%,18 months,
Setu04,Arizona State University,Management Information System,Fall 2018 ,Reject,308,TOEFL,102,7.09 CGPA ,NA,
somguria,Arizona State University,Management Information System,Fall 2018 ,Reject,302,IELTS,7,8.4 CGPA ,41 months,
ALI52,Arizona State University,Management Information System,Fall 2018 ,Reject,309,TOEFL,0,6.03 CGPA ,28 months,
acegohan,Arizona State University,Management Information System,Fall 2018 ,Reject,303,TOEFL,89,65%,15 months,
ThePanda1295,Arizona State University,Management Information System,Fall 2017 ,Reject,316,TOEFL,107,7.16 CGPA ,6 months,
Tahemin,Arizona State University,Management Information System,Fall 2017 ,Reject,302,TOEFL,92,71.10%,35 months,
anmolhanda,Arizona State University,Management Information System,Fall 2017 ,Reject,311,TOEFL,101,82.20%,18 months,
nirali8007,Arizona State University,Management Information System,Fall 2017 ,Reject,308,TOEFL,86,8.1 CGPA ,14 months,
aw9,Arizona State University,Management Information System,Fall 2017 ,Reject,299,TOEFL,97,59%,12 months,
sagar_93,Arizona State University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,63.21%,35 months,
Chaitra02,Arizona State University,Management Information System,Spring 2019 ,Interested,N.A. ,ENG TEST,NA ,55%,NA,
Sheri27,Arizona State University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,7.04 CGPA ,NA,
manthra16695,Arizona State University,Management Information System,Fall 2018 ,Interested,N.A. ,ENG TEST,NA ,6.69 CGPA ,18 months,
prizzy,Arizona State University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,6.75 CGPA ,16 months,
lalit_mohan,Arizona State University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,7.2 CGPA ,29 months,
Sree19961996,Arizona State University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,8.1 CGPA ,NA,
Nivaashini,Arizona State University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,9.37 CGPA ,NA,
praanv,Arizona State University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,7.88 CGPA ,1 month,
Arun Bajoji,Arizona State University,Management Information System,Spring 2019 ,Interested,N.A. ,ENG TEST,NA ,62%,NA,
prasoons075,Arizona State University,Management Information System,Spring 2019 ,Interested,304,ENG TEST,NA ,74%,24 months,
Aravi1996,Arizona State University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,8.08 CGPA ,NA,
spoorthic,Arizona State University,Management Information System,Fall 2018 ,Interested,N.A. ,ENG TEST,NA ,9.5 CGPA ,36 months,
malvikamgm,Arizona State University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,8.5 CGPA ,NA,
pav1993,Arizona State University,Management Information System,Fall 2019 ,Interested,310,TOEFL,0,8.98 CGPA ,35 months,
Naman Rungta,Arizona State University,Management Information System,Spring 2019 ,Interested,N.A. ,ENG TEST,NA ,72%,27 months,
RJay,Arizona State University,Management Information System,Fall 2019 ,Interested,320,IELTS,6.5,7.77 CGPA ,9 months,
kratikasainferno,Arizona State University,Management Information System,Spring 2019 ,Interested,306,TOEFL,102,65%,26 months,
ManeeshMettu,Arizona State University,Management Information System,Fall 2019 ,Interested,315,TOEFL,112,8.3 CGPA ,12 months,
Rishabh Rai,Arizona State University,Management Information System,Fall 2018 ,Interested,N.A. ,ENG TEST,NA ,55%,16 months,
Urvish1808,Boston University,Management Information System,Fall 2017 ,Applied,N.A. ,TOEFL,92,7.6 CGPA ,NA,
kuhubh6354,Boston University,Management Information System,Fall 2016 ,Applied,313,TOEFL,101,73%,30 months,
a1hooman,Boston University,Management Information System,Fall 2017 ,Applied,305,TOEFL,91,5.93 CGPA ,NA,
sahilgupta,Boston University,Management Information System,Fall 2016 ,Applied,336,TOEFL,107,6 CGPA ,30 months,
meet786,Boston University,Management Information System,Spring 2016 ,Applied,325,TOEFL,99,5 CGPA ,NA,
nidhigupta,Boston University,Management Information System,Fall 2016 ,Applied,305,TOEFL,103,81%,NA,
dhakad,Boston University,Management Information System,Spring 2016 ,Applied,307,TOEFL,80,81%,NA,
malhota,Boston University,Management Information System,Fall 2016 ,Applied,299,IELTS,7.5,78%,NA,
kuhubh635,Boston University,Management Information System,Fall 2016 ,Applied,313,TOEFL,101,73.64%,NA,
shubhamvijan,Boston University,Management Information System,Fall 2016 ,Applied,301,IELTS,7,6.35 CGPA ,10 months,
AdityaShri1995,Boston University,Management Information System,Fall 2018 ,Admit,296,TOEFL,90,5.67 CGPA ,8 months,
ishanwagle,Boston University,Management Information System,Fall 2018 ,Admit,316,TOEFL,106,6.75 CGPA ,5 months,
charchil10,Boston University,Management Information System,Fall 2017 ,Admit,310,TOEFL,112,72.30%,22 months,
apurvahg,Boston University,Management Information System,Fall 2016 ,Admit,310,TOEFL,97,56%,82 months,
kekarthik1994,Boston University,Management Information System,Fall 2016 ,Admit,300,TOEFL,97,6.085 CGPA ,6 months,
Tanisha,Boston University,Management Information System,Spring 2016 ,Admit,315,TOEFL,99,73.42%,26 months,
nktchaudhari21,Boston University,Management Information System,Fall 2015 ,Admit,298,TOEFL,88,53%,20 months,
vaishakh-sasalatti,Boston University,Management Information System,Fall 2015 ,Admit,309,TOEFL,108,7.5 CGPA ,10 months,
Sheri27,Boston University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,7.04 CGPA ,NA,
sandeepyadav599,Boston University,Management Information System,Fall 2020 ,Interested,310,TOEFL,92,5.5 CGPA ,NA,
diviraj,Boston University,Management Information System,Spring 2019 ,Interested,303,TOEFL,103,9 CGPA ,2 months,
priyabalaji,Boston University,Management Information System,Fall 2019 ,Interested,N.A. ,IELTS,7.5,7.35 CGPA ,NA,
Apoorva171996,Boston University,Management Information System,Spring 2019 ,Interested,302,TOEFL,100,71%,NA,
sisirchinferno,Boston University,Management Information System,Spring 2019 ,Interested,308,TOEFL,100,6.47 CGPA ,38 months,
Prasad M,Boston University,Management Information System,Fall 2018 ,Interested,306,ENG TEST,NA ,63%,NA,
mohata,Boston University,Management Information System,Spring 2019 ,Interested,N.A. ,ENG TEST,NA ,7.89 CGPA ,17 months,
nidhisuresh,Boston University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,77%,11 months,
Shreya0822,Boston University,Management Information System,Spring 2019 ,Interested,N.A. ,ENG TEST,NA ,72.40%,67 months,
PrachiYewale,Boston University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,7.5 CGPA ,NA,
annahita77,Boston University,Management Information System,Spring 2019 ,Interested,287,TOEFL,87,8.8 CGPA ,18 months,
AsthaSh,Boston University,Management Information System,Fall 2018 ,Interested,310,TOEFL,110,7.49 CGPA ,NA,
Sunikesh,Boston University,Management Information System,Spring 2020 ,Interested,N.A. ,ENG TEST,NA ,6.1 CGPA ,NA,
Pareen,Boston University,Management Information System,Fall 2018 ,Interested,296,TOEFL,100,67%,41 months,
sudhir rai,Boston University,Management Information System,Fall 2018 ,Interested,306,IELTS,7,71.98%,48 months,
Jawaan,Boston University,Management Information System,Fall 2018 ,Interested,297,TOEFL,84,78%,44 months,
shreyasupadhye02,Boston University,Management Information System,Fall 2018 ,Interested,N.A. ,ENG TEST,NA ,6.34 CGPA ,NA,
sandy2402nd,Boston University,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,6.97 CGPA ,9 months,
Divij Kishore,Boston University,Management Information System,Spring 2019 ,Interested,290,TOEFL,91,7.3 CGPA ,48 months,
Harshwaghela,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Applied,312,TOEFL,110,9.09 CGPA ,16 months,
darshit1997,Carnegie Mellon University,Information Management and Systems,Fall 2019 ,Applied,N.A. ,ENG TEST,NA ,6.1 CGPA ,NA,
Triplek,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Applied,311,TOEFL,102,74%,85 months,
AnushkaKatyayan,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Applied,320,TOEFL,104,65%,60 months,
muktika,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Applied,307,TOEFL,103,8 CGPA ,34 months,
Shruti085,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Applied,324,TOEFL,113,78.04%,5 months,
Rashika510,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Applied,315,ENG TEST,NA ,80%,NA,
frey_b,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Applied,300,TOEFL,103,9 CGPA ,30 months,
Kherdekar,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Applied,324,TOEFL,110,63.58%,16 months,
Sai Subhasree,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Applied,319,TOEFL,111,9.6 CGPA ,6 months,
Adityakh5,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Applied,318,IELTS,7.5,72%,60 months,
Ash33,Carnegie Mellon University,Information Management and Systems,Fall 2017 ,Applied,325,TOEFL,109,63.65%,17 months,
DarshG,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Applied,315,TOEFL,101,9.81 CGPA ,NA,
brucewayne1996,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Applied,322,TOEFL,116,8.1 CGPA ,6 months,
Abhi2612,Carnegie Mellon University,Information Management and Systems,Fall 2017 ,Applied,306,TOEFL,93,73%,NA,
MayureshRM,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Applied,318,TOEFL,0,73.50%,33 months,
divsin12,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Applied,296,TOEFL,91,72%,20 months,
SnehaB,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Applied,312,TOEFL,98,77.80%,31 months,
sarjai91,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Applied,N.A. ,ENG TEST,NA ,85%,28 months,
supritag,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Applied,321,TOEFL,0,88%,NA,
MicroChip,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Admit,308,TOEFL,102,7.48 CGPA ,15 months,
ratnesh,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Admit,315,TOEFL,108,83.30%,8 months,
akanksha1811,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Admit,321,TOEFL,109,83%,18 months,
hrgupta,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Admit,310,TOEFL,107,7.39 CGPA ,14 months,
Debalinainferno,Carnegie Mellon University,Information Management and Systems,Spring 2018 ,Admit,315,TOEFL,109,85.40%,6 months,
mihir0412,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Admit,315,TOEFL,110,8.6 CGPA ,3 months,
Harishb,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Admit,329,TOEFL,0,75%,144 months,
aknksgha,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Admit,316,IELTS,8,75%,44 months,
puntuk,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Admit,316,TOEFL,104,8.55 CGPA ,60 months,
rona2394,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Admit,317,TOEFL,0,8.57 CGPA ,16 months,
ankit1234,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Admit,317,TOEFL,112,8.72 CGPA ,36 months,
VIKI090,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Admit,314,TOEFL,108,66.50%,24 months,
KoSanjana,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Admit,305,TOEFL,109,86%,25 months,
ankit19910916,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Admit,314,TOEFL,109,77%,38 months,
Rin0808,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Admit,318,TOEFL,103,90%,27 months,
thevivekdwivedi,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Admit,320,TOEFL,111,7.98 CGPA ,30 months,
rpatz12,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Admit,N.A. ,ENG TEST,NA ,8.34 CGPA ,NA,
hproxnrulz,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Admit,314,TOEFL,108,77.10%,22 months,
hetsheth_15,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Admit,330,TOEFL,116,8.19 CGPA ,NA,
SomaguttaMahesh,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Admit,321,TOEFL,106,78%,36 months,
lamps1995,Carnegie Mellon University,Information Management and Systems,Spring 2019 ,Reject,N.A. ,TOEFL,106,69%,12 months,
APPUREDD,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Reject,321,TOEFL,109,81%,18 months,
Chidvilas ,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Reject,318,IELTS,0,7.38 CGPA ,45 months,
DeepTalati,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Reject,319,IELTS,7,85.45%,7 months,
AsadM,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Reject,301,ENG TEST,NA ,65%,74 months,
ankurm26,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Reject,322,TOEFL,110,3.1 CGPA ,12 months,
Aditi00004,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Reject,324,TOEFL,106,7.8 CGPA ,33 months,
shreyank96,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Reject,325,TOEFL,116,8.48 CGPA ,2 months,
akshayrakesh,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Reject,N.A. ,TOEFL,107,7.65 CGPA ,31 months,
anadirastogi47,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Reject,315,TOEFL,109,6.72 CGPA ,29 months,
rajsoni,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Reject,293,TOEFL,101,8.72 CGPA ,20 months,
Himanshu5393,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Reject,321,TOEFL,108,63.22%,21 months,
Pavan1996,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Reject,318,TOEFL,109,6.75 CGPA ,13 months,
ALI52,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Reject,309,TOEFL,0,6.03 CGPA ,28 months,
RoshniDas,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Reject,314,IELTS,8,77.20%,20 months,
manish1352,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Reject,330,TOEFL,107,9.23 CGPA ,15 months,
Rishabhpanwar05,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Reject,329,TOEFL,110,7.4 CGPA ,4 months,
GauravDharra,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Reject,313,ENG TEST,NA ,75%,38 months,
pavankumarp1990,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Reject,317,TOEFL,106,73.40%,82 months,
sahiltandon,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Reject,320,TOEFL,110,6.2 CGPA ,40 months,
aishwaryacraj,Carnegie Mellon University,Information Management and Systems,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,8.78 CGPA ,1 month,
RohitGund,Carnegie Mellon University,Information Management and Systems,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,64.98%,NA,
RishG,Carnegie Mellon University,Information Management and Systems,Fall 2019 ,Interested,313,ENG TEST,NA ,79.80%,134 months,
vivek saroj,Carnegie Mellon University,Information Management and Systems,Fall 2020 ,Interested,N.A. ,ENG TEST,NA ,9.002 CGPA ,NA,
reddevils9492CSNinja,Carnegie Mellon University,Information Management and Systems,Fall 2019 ,Interested,319,TOEFL,104,75%,36 months,
shashi284,Carnegie Mellon University,Information Management and Systems,Fall 2016 ,Interested,315,TOEFL,104,8.54 CGPA ,30 months,
Urjasvit,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Interested,N.A. ,ENG TEST,NA ,7.7 CGPA ,2 months,
SB93,Carnegie Mellon University,Information Management and Systems,Spring 2018 ,Interested,326,TOEFL,105,5.8 CGPA ,28 months,
ratnamandava,Carnegie Mellon University,Information Management and Systems,Fall 2019 ,Interested,322,ENG TEST,NA ,6.45 CGPA ,1 month,
swapswap,Carnegie Mellon University,Information Management and Systems,Fall 2018 ,Interested,323,TOEFL,116,8.38 CGPA ,4 months,
sowmyan88,Carnegie Mellon University,Information Management and Systems,Spring 2019 ,Interested,310,IELTS,7.5,9.5 CGPA ,24 months,
hjkkjg,Carnegie Mellon University,Information Management and Systems,Fall 2019 ,Interested,318,ENG TEST,NA ,8 CGPA ,6 months,
lakshmipr1994,Carnegie Mellon University,Information Management and Systems,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,8.3 CGPA ,24 months,
SonalPDas,Carnegie Mellon University,Information Management and Systems,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,8.7 CGPA ,60 months,
priyabalaji,Carnegie Mellon University,Information Management and Systems,Fall 2019 ,Interested,N.A. ,IELTS,7.5,7.35 CGPA ,NA,
kratikasainferno,Carnegie Mellon University,Information Management and Systems,Spring 2019 ,Interested,306,TOEFL,102,65%,26 months,
Sujesh,Carnegie Mellon University,Information Management and Systems,Fall 2019 ,Interested,321,TOEFL,114,7.58 CGPA ,38 months,
khushboo397,Carnegie Mellon University,Information Management and Systems,Fall 2019 ,Interested,331,ENG TEST,NA ,7.54 CGPA ,NA,
ambitasu1991,Carnegie Mellon University,Information Management and Systems,Spring 2019 ,Interested,322,ENG TEST,NA ,70%,60 months,
JashKT,Carnegie Mellon University,Information Management and Systems,Fall 2019 ,Interested,316,ENG TEST,NA ,9 CGPA ,12 months,
GauravDharra,Carnegie Mellon University,Information Systems,Fall 2018 ,Applied,313,ENG TEST,NA ,75%,38 months,
santyssk,Carnegie Mellon University,Information Systems,Fall 2018 ,Applied,318,TOEFL,97,8.15 CGPA ,6 months,
Asmita10,Carnegie Mellon University,Information Systems,Fall 2018 ,Applied,312,TOEFL,110,7.62 CGPA ,2 months,
Varuntan,Carnegie Mellon University,Information Systems,Fall 2018 ,Applied,308,TOEFL,98,65%,25 months,
SukritG,Carnegie Mellon University,Information Systems,Fall 2018 ,Applied,313,TOEFL,111,8.5 CGPA ,31 months,
Pankajnarcisst,Carnegie Mellon University,Information Systems,Fall 2018 ,Applied,321,TOEFL,104,71%,76 months,
ronakz,Carnegie Mellon University,Information Systems,Fall 2017 ,Applied,325,TOEFL,108,7.32 CGPA ,6 months,
prateekleo28,Carnegie Mellon University,Information Systems,Fall 2017 ,Applied,328,TOEFL,112,75%,30 months,
Js1994,Carnegie Mellon University,Information Systems,Fall 2017 ,Applied,316,TOEFL,102,7.99 CGPA ,13 months,
tarunnan,Carnegie Mellon University,Information Systems,Fall 2017 ,Applied,322,TOEFL,105,67%,68 months,
saura,Carnegie Mellon University,Information Systems,Fall 2017 ,Applied,310,TOEFL,103,8.1 CGPA ,1 month,
shettyprithvi,Carnegie Mellon University,Information Systems,Fall 2017 ,Applied,323,TOEFL,99,7.24 CGPA ,2 months,
blusterfind,Carnegie Mellon University,Information Systems,Fall 2017 ,Applied,319,TOEFL,100,71%,54 months,
rushabhmeht,Carnegie Mellon University,Information Systems,Fall 2017 ,Applied,314,TOEFL,104,58%,53 months,
Anmol1,Carnegie Mellon University,Information Systems,Fall 2017 ,Applied,311,TOEFL,104,8.6 CGPA ,2 months,
Sumit26bansal,Carnegie Mellon University,Information Systems,Fall 2017 ,Applied,321,TOEFL,106,7.79 CGPA ,20 months,
Star21,Carnegie Mellon University,Information Systems,Fall 2017 ,Applied,332,TOEFL,112,8.6 CGPA ,15 months,
NarenSham,Carnegie Mellon University,Information Systems,Fall 2017 ,Applied,317,TOEFL,105,6.33 CGPA ,57 months,
SharathchandraBM,Carnegie Mellon University,Information Systems,Fall 2017 ,Applied,308,TOEFL,100,9.1 CGPA ,21 months,
rajivgg,Carnegie Mellon University,Information Systems,Fall 2016 ,Applied,311,TOEFL,113,58.05%,36 months,
manishsombansh ,Carnegie Mellon University,Information Systems,Fall 2018 ,Admit,316,TOEFL,102,7.58 CGPA ,42 months,
anandaltekar,Carnegie Mellon University,Information Systems,Fall 2018 ,Admit,320,TOEFL,107,69%,60 months,
abhimalik96,Carnegie Mellon University,Information Systems,Fall 2020 ,Admit,316,TOEFL,116,8.19 CGPA ,3 months,
Sonali2810,Carnegie Mellon University,Information Systems,Fall 2018 ,Admit,322,TOEFL,110,79.04%,27 months,
suhailbarot,Carnegie Mellon University,Information Systems,Fall 2018 ,Admit,334,TOEFL,117,8.21 CGPA ,NA,
DC,Carnegie Mellon University,Information Systems,Fall 2018 ,Admit,324,TOEFL,109,7.4 CGPA ,21 months,
kavya13,Carnegie Mellon University,Information Systems,Fall 2018 ,Admit,317,TOEFL,106,8.81 CGPA ,32 months,
Samra ,Carnegie Mellon University,Information Systems,Fall 2018 ,Admit,316,TOEFL,112,8.48 CGPA ,21 months,
Raghav06,Carnegie Mellon University,Information Systems,Fall 2018 ,Admit,317,TOEFL,104,8.3 CGPA ,23 months,
GreAsp2017,Carnegie Mellon University,Information Systems,Fall 2018 ,Admit,323,TOEFL,112,66.21%,27 months,
MatMat,Carnegie Mellon University,Information Systems,Fall 2018 ,Admit,315,TOEFL,105,9.56 CGPA ,19 months,
mani666,Carnegie Mellon University,Information Systems,Fall 2018 ,Admit,314,TOEFL,109,8.6 CGPA ,24 months,
Subhayu,Carnegie Mellon University,Information Systems,Fall 2019 ,Admit,N.A. ,ENG TEST,NA ,6.93 CGPA ,36 months,
Adyasha1094,Carnegie Mellon University,Information Systems,Fall 2018 ,Admit,318,TOEFL,118,8.43 CGPA ,30 months,
Anju1234,Carnegie Mellon University,Information Systems,Fall 2018 ,Admit,319,TOEFL,113,73.40%,26 months,
spri,Carnegie Mellon University,Information Systems,Fall 2018 ,Admit,326,TOEFL,111,8.48 CGPA ,24 months,
Hari2095,Carnegie Mellon University,Information Systems,Fall 2018 ,Admit,329,TOEFL,105,9.21 CGPA ,13 months,
PriyanshiJ,Carnegie Mellon University,Information Systems,Fall 2017 ,Admit,320,TOEFL,105,8.1 CGPA ,24 months,
vishal403,Carnegie Mellon University,Information Systems,Fall 2015 ,Admit,318,TOEFL,104,9.24 CGPA ,16 months,
loveenvarghese,Carnegie Mellon University,Information Systems,Fall 2011 ,Admit,324,TOEFL,113,65.50%,NA,
