Name,University,Course,Intake,Status,GRE,English Test,English Score,CGPA,Work Experience,
sacharan,University of Pennsylvania,Management Information System,Spring 2016 ,Applied,290,TOEFL,80,6 CGPA ,NA,
akshat91,University of Pennsylvania,Management Information System,Fall 2017 ,Applied,311,IELTS,7.5,60%,55 months,
shubhamvijan,University of Pennsylvania,Management Information System, Fall 2016 ,Applied,301,IELTS,7,6.35 CGPA ,10 months,
aagam5195,University of Pennsylvania,Management Information System,Fall 2016 ,Admit,317,TOEFL,104,8 CGPA ,10 months,
dhavalshroff.stupidsid,University of Pennsylvania,Management Information System,Fall 2013 ,Admit,317,TOEFL,108,64.30%,NA,
ishitap2018,University of Pennsylvania,Management Information System,Fall 2019 ,Interested,311,ENG TEST,NA ,68%,45 months,
sowmyan88,University of Pennsylvania,Management Information System,Spring 2019 ,Interested,310,IELTS,7.5,9.5 CGPA ,24 months,
kamalchibrani,University of Pennsylvania,Management Information System,Spring 2019 ,Interested,N.A. ,ENG TEST,NA ,8 CGPA ,NA,
VAP34120,University of Pennsylvania,Management Information System,Spring 2019 ,Interested,315,IELTS,8,7.02 CGPA ,4 months,
vivekku9944,University of Pennsylvania,Management Information System,Fall 2018 ,Interested,293,TOEFL,82,55%,22 months,
hjkkjg,University of Pennsylvania,Management Information System,Fall 2019 ,Interested,318,ENG TEST,NA ,8 CGPA ,6 months,
aviralpushkarna,University of Pennsylvania,Management Information System,Fall 2019 ,Interested,318,ENG TEST,NA ,7.71 CGPA ,NA,
AdityaBenjamin,University of Pennsylvania,Management Information System,Spring 2019 ,Interested,N.A. ,ENG TEST,NA ,6.75 CGPA ,22 months,
shashi284,University of Pennsylvania,Management Information System,Fall 2016 ,Interested,315,TOEFL,104,8.54 CGPA ,30 months,
diviraj,University of Pennsylvania,Management Information System,Spring 2019 ,Interested,303,TOEFL,103,9 CGPA ,2 months,
priyabalaji,University of Pennsylvania,Management Information System,Fall 2019 ,Interested,N.A. ,IELTS,7.5,7.35 CGPA ,NA,
rohitnairj,University of Pennsylvania,Management Information System,Fall 2019 ,Interested,308,ENG TEST,NA ,8.5 CGPA ,40 months,
shaileshbh1984,University of Pennsylvania,Management Information System,Fall 2018 ,Interested,N.A. ,IELTS,0,55%,124 months,
Raveesh94,University of Pennsylvania,Management Information System,Fall 2019 ,Interested,320,ENG TEST,NA ,7.69 CGPA ,7 months,
DevRajBisi,University of Pennsylvania,Management Information System,Spring 2019 ,Interested,N.A. ,ENG TEST,NA ,7.8 CGPA ,42 months,
pullu03,University of Pennsylvania,Management Information System,Fall 2018 ,Interested,314,TOEFL,103,7.3 CGPA ,32 months,
rosette,University of Pennsylvania,Management Information System,Fall 2017 ,Interested,302,ENG TEST,NA ,70%,60 months,
Divij Kishore,University of Pennsylvania,Management Information System,Spring 2019 ,Interested,290,TOEFL,91,7.3 CGPA ,48 months,
Siagre,University of Pennsylvania,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,7.38 CGPA ,2 months,
Meenakshiji,University of Pennsylvania,Management Information System,Fall 2018 ,Interested,N.A. ,ENG TEST,NA ,60%,17 months,
Name,University,Course,Year,Status,GRE_SCORE,Eng_test,Test_score,Undergrad_score,work_ex,
Mukilraj,University of Texas at Dallas,Information Technology and Management,Spring 2019 ,Applied,306,TOEFL,85,8.52 CGPA ,25 months,
danny6992,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Applied,298,TOEFL,80,62%,30 months,
Prajesh06,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Applied,299,ENG TEST,NA ,71%,33 months,
vikas24n,University of Texas at Dallas,Information Technology and Management,Spring 2018 ,Applied,307,TOEFL,85,73%,14 months,
rmure04,University of Texas at Dallas,Information Technology and Management,Spring 2017 ,Applied,307,TOEFL,107,8 CGPA ,18 months,
akshay-gavandi,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Applied,304,TOEFL,101,64.91%,26 months,
zombie,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Applied,309,ENG TEST,NA ,60%,NA,
Bwaj,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Applied,306,IELTS,8,7.46 CGPA ,19 months,
Sammy10,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Applied,311,TOEFL,108,7.4 CGPA ,6 months,
himanksahai,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Applied,295,TOEFL,84,64.50%,44 months,
jay27,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Applied,301,IELTS,7,6.61 CGPA ,23 months,
sidsingh0208,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Applied,309,TOEFL,97,69.75%,45 months,
NarenSham,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Applied,317,TOEFL,105,6.33 CGPA ,57 months,
Apartani,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Applied,306,TOEFL,94,65%,36 months,
theankitsingh,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Applied,311,TOEFL,108,7.8 CGPA ,NA,
honey07,University of Texas at Dallas,Information Technology and Management,Spring 2017 ,Applied,310,TOEFL,90,7.31 CGPA ,36 months,
pd1193,University of Texas at Dallas,Information Technology and Management,Spring 2017 ,Applied,305,TOEFL,95,7.27 CGPA ,13 months,
Nishigandha,University of Texas at Dallas,Information Technology and Management,Fall 2019 ,Admit,N.A. ,ENG TEST,NA ,65.30%,18 months,
Devyani1994,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,N.A. ,TOEFL,101,72.58%,23 months,
amalk51,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,313,TOEFL,110,5.3 CGPA ,2 months,
bodepudi,University of Texas at Dallas,Information Technology and Management,Spring 2019 ,Admit,308,IELTS,7,81%,20 months,
Sindhuveer,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,300,TOEFL,87,63%,30 months,
Sohini014,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,313,TOEFL,100,65%,12 months,
nidhisa1989,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,306,TOEFL,96,73%,60 months,
saurabh199,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,N.A. ,ENG TEST,NA ,7 CGPA ,60 months,
sureshpv,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,310,TOEFL,115,68%,16 months,
karthi2996,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,306,TOEFL,87,8.2 CGPA ,8 months,
Sammy21,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,310,TOEFL,93,87.60%,19 months,
GarimaK,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,308,TOEFL,98,6.94 CGPA ,36 months,
manya-umamahesh,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,297,TOEFL,0,57.90%,3 months,
somenbag,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,309,IELTS,0,72.12%,25 months,
bharathreddii,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,305,TOEFL,104,6.24 CGPA ,NA,
Rushikesh420,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,298,TOEFL,0,57.43%,6 months,
Mitali5,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,316,TOEFL,0,7.1 CGPA ,NA,
sankyv4,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,312,IELTS,7,7.56 CGPA ,20 months,
almeida,University of Texas at Dallas,Information Technology and Management,Fall 2014 ,Admit,N.A. ,IELTS,7.5,68.83%,40 months,
Snehaw,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,299,TOEFL,97,72.30%,48 months,
ne89si,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Reject,295,TOEFL,84,69%,60 months,
Veedee,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Reject,309,TOEFL,117,70%,12 months,
happsa,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Reject,285,IELTS,6.5,67%,12 months,
Prernsha,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Reject,297,TOEFL,94,8.5 CGPA ,27 months,
parthvaghasiya,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Reject,297,IELTS,6.5,7.15 CGPA ,NA,
Nityanand2009,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Reject,297,TOEFL,89,69%,26 months,
vaibhav.bavishi,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Reject,300,TOEFL,98,7.26 CGPA ,6 months,
harsharma91,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Reject,304,IELTS,7,66.50%,45 months,
ShreyasT,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Reject,299,IELTS,6.5,7.52 CGPA ,4 months,
MananShah24,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Reject,305,TOEFL,86,74%,36 months,
AshishMS,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Reject,302,TOEFL,102,66.10%,34 months,
vaishya,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Reject,301,TOEFL,106,61%,37 months,
adi-chauhan-1991991,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Reject,308,TOEFL,106,74.50%,22 months,
rajiv6,University of Texas at Dallas,Information Technology and Management,Spring 2017 ,Reject,306,TOEFL,102,72%,40 months,
AvinashPallerlamudi,University of Texas at Dallas,Information Technology and Management,Spring 2017 ,Reject,300,TOEFL,86,84%,36 months,
Samywad91,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Reject,301,TOEFL,85,62%,37 months,
nickjuschill,University of Texas at Dallas,Information Technology and Management,Spring 2017 ,Reject,306,TOEFL,103,8.38 CGPA ,41 months,
bhavana1992,University of Texas at Dallas,Information Technology and Management,Spring 2017 ,Reject,309,TOEFL,105,62%,24 months,
kewalc,University of Texas at Dallas,Information Technology and Management,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,58%,NA,
pranay1996,University of Texas at Dallas,Information Technology and Management,Fall 2019 ,Interested,310,TOEFL,99,6.48 CGPA ,12 months,
SakshiMsUs,University of Texas at Dallas,Information Technology and Management,Spring 2018 ,Interested,304,TOEFL,95,67%,35 months,
MAYURESHB5,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Interested,317,TOEFL,102,54%,12 months,
devusavla,University of Texas at Dallas,Information Technology and Management,Fall 2019 ,Interested,305,ENG TEST,NA ,70%,18 months,
Ramoji,University of Texas at Dallas,Information Technology and Management,Spring 2019 ,Interested,311,TOEFL,97,62.30%,117 months,
Ankurchintu,University of Texas at Dallas,Information Technology and Management,Fall 2019 ,Interested,315,IELTS,7.5,60%,30 months,
rasan,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Interested,305,IELTS,6,9 CGPA ,49 months,
Shriya16,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Interested,312,TOEFL,103,75%,17 months,
Sunny33,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Interested,N.A. ,IELTS,6.5,48%,NA,
Sangam121,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Interested,301,IELTS,7,68%,36 months,
Kunalkk19,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Interested,288,TOEFL,78,65%,36 months,
banana,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Interested,309,TOEFL,93,65%,18 months,
HarveySpectre,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Interested,315,IELTS,7,9 CGPA ,7 months,
Amie16,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Interested,N.A. ,ENG TEST,NA ,71.44%,20 months,
akshayasivakumar,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Interested,303,TOEFL,93,8.27 CGPA ,21 months,
Pranayjeet,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Interested,307,TOEFL,96,64.17%,30 months,
Nitinmanik,University of Texas at Dallas,Information Technology and Management,Spring 2017 ,Interested,310,TOEFL,100,54%,NA,
aswinravichandran,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Interested,N.A. ,IELTS,6.5,69%,NA,
deeptigm,University of Texas at Dallas,Information Technology and Management,Fall 2016 ,Interested,306,TOEFL,109,8.34 CGPA ,3 months,
Sai Nitish,University of Texas at Arlington,Management Information System,Spring 2019 ,Applied,N.A. ,ENG TEST,NA ,7.42 CGPA ,NA,
varsha1507,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,289,TOEFL,94,70%,30 months,
Nikhita Methwani,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,292,TOEFL,82,66%,44 months,
Sr7,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,307,IELTS,7,5.87 CGPA ,9 months,
Jayantmandhare,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,294,TOEFL,89,58%,34 months,
Kaavya48,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,292,TOEFL,102,7.32 CGPA ,NA,
preranaS,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,298,TOEFL,0,7.12 CGPA ,1 month,
bhumiii3,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,297,TOEFL,98,6.08 CGPA ,NA,
JohailSherieff,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,295,TOEFL,80,6.06 CGPA ,10 months,
Mesram,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,297,IELTS,6.5,7.63 CGPA ,29 months,
AishDubey,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,297,TOEFL,0,7.56 CGPA ,3 months,
Twinkle02,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,294,IELTS,7.5,60%,7 months,
vipul955,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,305,TOEFL,0,74%,3 months,
shreeya17,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,300,TOEFL,92,72.39%,44 months,
sudhir rai,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,306,IELTS,7,71.98%,48 months,
Anuja2003,University of Texas at Arlington,Management Information System,Fall 2017 ,Applied,N.A. ,ENG TEST,NA ,65%,15 months,
darshan bhansali,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,301,TOEFL,92,62%,5 months,
amansingh007,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,292,TOEFL,89,7.13 CGPA ,38 months,
sau1404,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,292,TOEFL,87,61%,18 months,
HarshaSannapaneni,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,295,IELTS,6.5,7.4 CGPA ,24 months,
Geethu93,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,N.A. ,TOEFL,110,7.5 CGPA ,16 months,
Prateeksha1,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,299,TOEFL,94,76.90%,46 months,
reynuca,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,304,TOEFL,99,57%,6 months,
pranalimore808atgmail.com,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,305,ENG TEST,NA ,7.1 CGPA ,NA,
AishwaryaPV,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,301,TOEFL,91,58%,40 months,
yashhhhh,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,298,TOEFL,91,5.39 CGPA ,3 months,
vishalraju,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,297,TOEFL,88,60%,NA,
niteshnm,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,310,TOEFL,115,71.50%,48 months,
Ajit-Kumar,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,303,TOEFL,81,75%,37 months,
shubhm,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,307,TOEFL,0,74%,15 months,
ashmarine,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,298,TOEFL,0,70%,5 months,
bharathreddii,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,305,TOEFL,104,6.24 CGPA ,NA,
Rohan14,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,310,TOEFL,96,68.68%,41 months,
yameen,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,296,IELTS,6.5,7.95 CGPA ,19 months,
pawmus,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,313,TOEFL,99,8.52 CGPA ,49 months,
VivekShakya,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,310,TOEFL,102,59%,53 months,
Aayushbaid,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,299,TOEFL,105,78%,2 months,
drish1234,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,300,TOEFL,92,6 CGPA ,12 months,
sankalp2610,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,306,TOEFL,99,74%,NA,
Raja1119,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,304,TOEFL,87,75%,32 months,
ChinmayArolkar,University of Texas at Arlington,Management Information System,Fall 2018 ,Reject,298,TOEFL,82,6.22 CGPA ,NA,
hjhimanshujoshi529,University of Texas at Arlington,Management Information System,Fall 2017 ,Reject,302,TOEFL,102,5.6 CGPA ,8 months,
dakshgupta,University of Texas at Arlington,Management Information System,Fall 2017 ,Reject,310,TOEFL,0,7.3 CGPA ,2 months,
pahuja081,University of Texas at Arlington,Management Information System,Fall 2018 ,Reject,N.A. ,TOEFL,93,62%,45 months,
AdityaShri1995,University of Texas at Arlington,Management Information System,Fall 2018 ,Reject,296,TOEFL,90,5.67 CGPA ,8 months,
Cherish,University of Texas at Arlington,Management Information System,Fall 2018 ,Reject,294,TOEFL,87,69.44%,25 months,
Rushikesh420,University of Texas at Arlington,Management Information System,Fall 2018 ,Reject,298,TOEFL,0,57.43%,6 months,
ramana411,University of Texas at Arlington,Management Information System,Fall 2018 ,Reject,304,IELTS,6.5,68%,47 months,
manvi07,University of Texas at Arlington,Management Information System,Fall 2018 ,Reject,292,IELTS,6.5,66%,7 months,
Monish77,University of Texas at Arlington,Management Information System,Fall 2018 ,Reject,289,IELTS,7.5,64%,9 months,
Akkshayy,University of Texas at Arlington,Management Information System,Fall 2018 ,Reject,292,TOEFL,85,6.53 CGPA ,9 months,
gumiho,University of Texas at Arlington,Management Information System,Spring 2018 ,Reject,289,IELTS,7,78.53%,24 months,
Tejas S,University of Texas at Arlington,Management Information System,Spring 2018 ,Reject,291,IELTS,6.5,60%,7 months,
anusha0998,University of Texas at Arlington,Management Information System,Spring 2018 ,Reject,297,IELTS,6,59%,12 months,
memrunmayee,University of Texas at Arlington,Management Information System,Spring 2018 ,Reject,288,TOEFL,94,7.15 CGPA ,NA,
ballog25,University of Texas at Arlington,Management Information System,Fall 2017 ,Reject,295,TOEFL,95,60%,23 months,
hirenp,University of Texas at Arlington,Management Information System,Fall 2017 ,Reject,307,TOEFL,84,6.3 CGPA ,24 months,
danishanwar,University of Texas at Arlington,Management Information System,Fall 2017 ,Reject,300,TOEFL,96,75%,60 months,
Rajashekar,University of Texas at Arlington,Management Information System,Fall 2017 ,Reject,297,TOEFL,79,63.23%,NA,
SGC,University of Texas at Arlington,Management Information System,Fall 2017 ,Reject,305,IELTS,6.5,7.2 CGPA ,NA,
Chaitra02,University of Texas at Arlington,Management Information System,Spring 2019 ,Interested,N.A. ,ENG TEST,NA ,55%,NA,
lpriya,University of Texas at Arlington,Management Information System,Spring 2019 ,Interested,N.A. ,ENG TEST,NA ,64.50%,NA,
prizzy,University of Texas at Arlington,Management Information System, Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,6.75 CGPA ,16 months,
ashish.singh712,University of Texas at Arlington,Management Information System,Spring 2019 ,Interested,N.A. ,ENG TEST,NA ,67%,NA,
sandeepyadav599,University of Texas at Arlington,Management Information System,Fall 2020 ,Interested,310,TOEFL,92,5.5 CGPA ,NA,
PrachiTembhekar,University of Texas at Arlington,Management Information System,Fall 2019 ,Interested,290,ENG TEST,NA ,76%,NA,
kewalc,University of Texas at Arlington,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,58%,NA,
Arpi99,University of Texas at Arlington,Management Information System,Spring 2019 ,Interested,281,IELTS,6.5,74%,60 months,
Shreyaschaudhari,University of Texas at Arlington,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,6.8 CGPA ,1 month,
Urjasvit,University of Texas at Arlington,Management Information System,Fall 2018 ,Interested,N.A. ,ENG TEST,NA ,7.7 CGPA ,2 months,
Mayank1991,University of Texas at Arlington,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,67%,NA,
priyabalaji,University of Texas at Arlington,Management Information System,Fall 2019 ,Interested,N.A. ,IELTS,7.5,7.35 CGPA ,NA,
Sravya999,University of Texas at Arlington,Management Information System,Spring 2019 ,Interested,296,IELTS,6.5,8.34 CGPA ,NA,
Venkateshsivakumar,University of Texas at Arlington,Management Information System,Spring 2019 ,Interested,296,TOEFL,81,7.37 CGPA ,43 months,
SanGoku,University of Texas at Arlington,Management Information System,Spring 2019 ,Interested,293,TOEFL,91,60.64%,48 months,
amloo123,University of Texas at Arlington,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,7.3 CGPA ,48 months,
santosh22,University of Texas at Arlington,Management Information System,Spring 2018 ,Interested,N.A. ,IELTS,6,65%,27 months,
Prashi96,University of Texas at Arlington,Management Information System,Fall 2020 ,Interested,N.A. ,ENG TEST,NA ,8.7 CGPA ,NA,
JashKT,University of Texas at Arlington,Management Information System,Fall 2019 ,Interested,316,ENG TEST,NA ,9 CGPA ,12 months,
Ram1199,University of Texas at Arlington,Management Information System,Spring 2019 ,Interested,305,IELTS,7,62%,8 months,
BrianPeterson,University of Texas at Austin,Management Information System,Fall 2019 ,Applied,325,ENG TEST,NA ,70%,2 months,
mona_sachdev,University of Texas at Austin,Management Information System,Spring 2019 ,Applied,322,TOEFL,110,7.7 CGPA ,40 months,
Anand31,University of Texas at Austin,Management Information System,Fall 2018 ,Applied,314,TOEFL,0,63.28%,40 months,
Sonajan,University of Texas at Austin,Management Information System,Fall 2018 ,Applied,314,ENG TEST,NA ,80.68%,48 months,
vareddy,University of Texas at Austin,Management Information System,Fall 2017 ,Applied,328,TOEFL,109,62%,33 months,
garina,University of Texas at Austin,Management Information System,Fall 2017 ,Applied,319,TOEFL,113,78.40%,25 months,
Ashwin53,University of Texas at Austin,Management Information System,Spring 2017 ,Applied,314,TOEFL,101,7.351 CGPA ,46 months,
Shreyash,University of Texas at Austin,Management Information System,Fall 2017 ,Applied,329,ENG TEST,NA ,85.20%,10 months,
taxi ,University of Texas at Austin,Management Information System,Fall 2016 ,Applied,314,TOEFL,100,60%,NA,
Sidaxelrod,University of Texas at Austin,Management Information System,Fall 2018 ,Applied,322,TOEFL,101,58.89%,24 months,
lampard,University of Texas at Austin,Management Information System,Fall 2016 ,Applied,320,TOEFL,100,68%,NA,
tusharkoul,University of Texas at Austin,Management Information System,Fall 2016 ,Applied,326,TOEFL,114,8.6 CGPA ,36 months,
uvaish,University of Texas at Austin,Management Information System,Fall 2016 ,Applied,327,TOEFL,113,8 CGPA ,NA,
malhota,University of Texas at Austin,Management Information System,Fall 2016 ,Applied,299,IELTS,7.5,78%,NA,
sandeeprayal,University of Texas at Austin,Management Information System,Spring 2016 ,Applied,295,IELTS,7,68.90%,NA,
yogitaravi,University of Texas at Austin,Management Information System,Fall 2016 ,Applied,330,TOEFL,110,8.32 CGPA ,20 months,
adityasingh92,University of Texas at Austin,Management Information System,Fall 2016 ,Applied,320,TOEFL,102, 7 CGPA ,30 months,
parthj,University of Texas at Austin,Management Information System,Fall 2016 ,Applied,304,TOEFL,108,69.50%,NA,
oriondias,University of Texas at Austin,Management Information System,Fall 2016 ,Applied,296,ENG TEST,NA ,60%,NA,
as257015,University of Texas at Austin,Management Information System,Fall 2016 ,Applied,N.A. ,ENG TEST,NA ,59%,30 months,
omi24,University of Texas at Austin,Management Information System,Fall 2017 ,Admit,N.A. ,TOEFL,105,68%,33 months,
mihir0412,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,315,TOEFL,110,8.6 CGPA ,3 months,
Ankita Tapadia,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,318,TOEFL,0,67%,16 months,
VLO,University of Texas at Austin,Management Information System,Spring 2019 ,Admit,311,TOEFL,98,7 CGPA ,40 months,
bara,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,320,TOEFL,108,65%,41 months,
Badgalriri,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,328,TOEFL,0,7.6 CGPA ,NA,
Triplek,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,311,TOEFL,102,74%,85 months,
TylerGAT17,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,311,TOEFL,100,8.2 CGPA ,NA,
Pankajnarcisst,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,321,TOEFL,104,71%,76 months,
Anuja1011,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,309,TOEFL,103,74.10%,13 months,
HubbaHubba,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,321,TOEFL,104,60.32%,39 months,
AmanGupta95,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,324,TOEFL,0,7.85 CGPA ,NA,
Aparna-tamu,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,314,TOEFL,96,76.80%,12 months,
RoshniDas,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,314,IELTS,8,77.20%,20 months,
gdk4850,University of Texas at Austin,Management Information System,Spring 2018 ,Admit,324,TOEFL,109,75%,40 months,
Hello Sam,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,308,IELTS,7.5,70%,84 months,
Shruti1612,University of Texas at Austin,Management Information System,Fall 2017 ,Admit,316,TOEFL,115,9.3 CGPA ,27 months,
Akshat,University of Texas at Austin,Management Information System,Fall 2017 ,Admit,323,TOEFL,111,9.7 CGPA ,2 months,
AmberRaza,University of Texas at Austin,Management Information System,Fall 2017 ,Admit,314,ENG TEST,NA ,8.67 CGPA ,25 months,
lipisoni,University of Texas at Austin,Management Information System,Fall 2017 ,Admit,310,TOEFL,104,66%,52 months,
Zo,University of Texas at Austin,Management Information System,Fall 2018 ,Reject,305,TOEFL,95,8.54 CGPA ,34 months,
Harishb,University of Texas at Austin,Management Information System,Fall 2018 ,Reject,329,TOEFL,0,75%,144 months,
Varunreddy5,University of Texas at Austin,Management Information System,Fall 2018 ,Reject,313,TOEFL,97,80%,25 months,
Amit Sachdeva,University of Texas at Austin,Management Information System,Fall 2018 ,Reject,314,IELTS,0,76%,2 months,
VarunSG,University of Texas at Austin,Management Information System,Fall 2018 ,Reject,326,TOEFL,113,7.75 CGPA ,6 months,
josephnp732,University of Texas at Austin,Management Information System,Fall 2018 ,Reject,307,TOEFL,0,77.34%,1 month,
Sidghorawat,University of Texas at Austin,Management Information System,Fall 2018 ,Reject,311,TOEFL,91,8.44 CGPA ,20 months,
Abhikulk,University of Texas at Austin,Management Information System,Fall 2017 ,Reject,303,TOEFL,95,61.10%,27 months,
rsinha09,University of Texas at Austin,Management Information System,Fall 2016 ,Reject,313,TOEFL,103,67%,36 months,
ujjwalvaish,University of Texas at Austin,Management Information System,Fall 2016 ,Reject,327,TOEFL,113,8 CGPA ,30 months,
Abhishek02,University of Texas at Austin,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,70%,13 months,
manthra16695,University of Texas at Austin,Management Information System,Fall 2018 ,Interested,N.A. ,ENG TEST,NA ,6.69 CGPA ,18 months,
prajsn,University of Texas at Austin,Management Information System,Fall 2019 ,Interested,N.A. ,ENG TEST,NA ,8.6 CGPA ,NA,
